mode,cycle,if_valid,if_pc,if_instr,id_valid,id_pc,id_instr,ex_valid,ex_pc,ex_instr,mem_valid,mem_pc,mem_instr,wb_valid,wb_pc,wb_instr,dmem_valid,dmem_ready
2,1808,1,00000470,a01000b6,1,0000046c,901200a2,1,00000468,801100a2,1,00000464,a01000b5,0,00000460,901200a1,1,0
2,1809,1,00000470,a01000b6,1,0000046c,901200a2,1,00000468,801100a2,1,00000464,a01000b5,0,00000460,901200a1,1,0
2,1810,1,00000470,a01000b6,1,0000046c,901200a2,1,00000468,801100a2,1,00000464,a01000b5,0,00000460,901200a1,1,0
2,1811,1,00000470,a01000b6,1,0000046c,901200a2,1,00000468,801100a2,1,00000464,a01000b5,0,00000460,901200a1,1,0
2,1812,1,00000470,a01000b6,1,0000046c,901200a2,1,00000468,801100a2,1,00000464,a01000b5,0,00000460,901200a1,1,1
2,1813,1,00000474,801100a3,1,00000470,a01000b6,1,0000046c,901200a2,1,00000468,801100a2,1,00000464,a01000b5,1,0
2,1814,1,00000474,801100a3,1,00000470,a01000b6,1,0000046c,901200a2,1,00000468,801100a2,0,00000464,a01000b5,1,0
2,1815,1,00000474,801100a3,1,00000470,a01000b6,1,0000046c,901200a2,1,00000468,801100a2,0,00000464,a01000b5,1,0
2,1816,1,00000474,801100a3,1,00000470,a01000b6,1,0000046c,901200a2,1,00000468,801100a2,0,00000464,a01000b5,1,0
2,1817,1,00000474,801100a3,1,00000470,a01000b6,1,0000046c,901200a2,1,00000468,801100a2,0,00000464,a01000b5,1,0
2,1818,1,00000474,801100a3,1,00000470,a01000b6,1,0000046c,901200a2,1,00000468,801100a2,0,00000464,a01000b5,1,0
2,1819,1,00000474,801100a3,1,00000470,a01000b6,1,0000046c,901200a2,1,00000468,801100a2,0,00000464,a01000b5,1,0
2,1820,1,00000474,801100a3,1,00000470,a01000b6,1,0000046c,901200a2,1,00000468,801100a2,0,00000464,a01000b5,1,0
2,1821,1,00000474,801100a3,1,00000470,a01000b6,1,0000046c,901200a2,1,00000468,801100a2,0,00000464,a01000b5,1,0
2,1822,1,00000474,801100a3,1,00000470,a01000b6,1,0000046c,901200a2,1,00000468,801100a2,0,00000464,a01000b5,1,0
2,1823,1,00000474,801100a3,1,00000470,a01000b6,1,0000046c,901200a2,1,00000468,801100a2,0,00000464,a01000b5,1,0
2,1824,1,00000474,801100a3,1,00000470,a01000b6,1,0000046c,901200a2,1,00000468,801100a2,0,00000464,a01000b5,1,0
2,1825,1,00000474,801100a3,1,00000470,a01000b6,1,0000046c,901200a2,1,00000468,801100a2,0,00000464,a01000b5,1,1
2,1826,1,00000478,901200a3,1,00000474,801100a3,1,00000470,a01000b6,1,0000046c,901200a2,1,00000468,801100a2,1,0
2,1827,1,00000478,901200a3,1,00000474,801100a3,1,00000470,a01000b6,1,0000046c,901200a2,0,00000468,801100a2,1,0
2,1828,1,00000478,901200a3,1,00000474,801100a3,1,00000470,a01000b6,1,0000046c,901200a2,0,00000468,801100a2,1,0
2,1829,1,00000478,901200a3,1,00000474,801100a3,1,00000470,a01000b6,1,0000046c,901200a2,0,00000468,801100a2,1,0
2,1830,1,00000478,901200a3,1,00000474,801100a3,1,00000470,a01000b6,1,0000046c,901200a2,0,00000468,801100a2,1,0
2,1831,1,00000478,901200a3,1,00000474,801100a3,1,00000470,a01000b6,1,0000046c,901200a2,0,00000468,801100a2,1,0
2,1832,1,00000478,901200a3,1,00000474,801100a3,1,00000470,a01000b6,1,0000046c,901200a2,0,00000468,801100a2,1,0
2,1833,1,00000478,901200a3,1,00000474,801100a3,1,00000470,a01000b6,1,0000046c,901200a2,0,00000468,801100a2,1,0
2,1834,1,00000478,901200a3,1,00000474,801100a3,1,00000470,a01000b6,1,0000046c,901200a2,0,00000468,801100a2,1,0
2,1835,1,00000478,901200a3,1,00000474,801100a3,1,00000470,a01000b6,1,0000046c,901200a2,0,00000468,801100a2,1,0
2,1836,1,00000478,901200a3,1,00000474,801100a3,1,00000470,a01000b6,1,0000046c,901200a2,0,00000468,801100a2,1,0
2,1837,1,00000478,901200a3,1,00000474,801100a3,1,00000470,a01000b6,1,0000046c,901200a2,0,00000468,801100a2,1,0
2,1838,1,00000478,901200a3,1,00000474,801100a3,1,00000470,a01000b6,1,0000046c,901200a2,0,00000468,801100a2,1,1
2,1839,1,0000047c,a01000b7,1,00000478,901200a3,1,00000474,801100a3,1,00000470,a01000b6,1,0000046c,901200a2,1,0
2,1840,1,0000047c,a01000b7,1,00000478,901200a3,1,00000474,801100a3,1,00000470,a01000b6,0,0000046c,901200a2,1,0
2,1841,1,0000047c,a01000b7,1,00000478,901200a3,1,00000474,801100a3,1,00000470,a01000b6,0,0000046c,901200a2,1,0
2,1842,1,0000047c,a01000b7,1,00000478,901200a3,1,00000474,801100a3,1,00000470,a01000b6,0,0000046c,901200a2,1,0
2,1843,1,0000047c,a01000b7,1,00000478,901200a3,1,00000474,801100a3,1,00000470,a01000b6,0,0000046c,901200a2,1,0
2,1844,1,0000047c,a01000b7,1,00000478,901200a3,1,00000474,801100a3,1,00000470,a01000b6,0,0000046c,901200a2,1,0
2,1845,1,0000047c,a01000b7,1,00000478,901200a3,1,00000474,801100a3,1,00000470,a01000b6,0,0000046c,901200a2,1,0
2,1846,1,0000047c,a01000b7,1,00000478,901200a3,1,00000474,801100a3,1,00000470,a01000b6,0,0000046c,901200a2,1,0
2,1847,1,0000047c,a01000b7,1,00000478,901200a3,1,00000474,801100a3,1,00000470,a01000b6,0,0000046c,901200a2,1,0
2,1848,1,0000047c,a01000b7,1,00000478,901200a3,1,00000474,801100a3,1,00000470,a01000b6,0,0000046c,901200a2,1,0
2,1849,1,0000047c,a01000b7,1,00000478,901200a3,1,00000474,801100a3,1,00000470,a01000b6,0,0000046c,901200a2,1,0
2,1850,1,0000047c,a01000b7,1,00000478,901200a3,1,00000474,801100a3,1,00000470,a01000b6,0,0000046c,901200a2,1,0
2,1851,1,0000047c,a01000b7,1,00000478,901200a3,1,00000474,801100a3,1,00000470,a01000b6,0,0000046c,901200a2,1,1
2,1852,1,00000480,841100a0,1,0000047c,a01000b7,1,00000478,901200a3,1,00000474,801100a3,1,00000470,a01000b6,1,0
2,1853,1,00000480,841100a0,1,0000047c,a01000b7,1,00000478,901200a3,1,00000474,801100a3,0,00000470,a01000b6,1,0
2,1854,1,00000480,841100a0,1,0000047c,a01000b7,1,00000478,901200a3,1,00000474,801100a3,0,00000470,a01000b6,1,0
2,1855,1,00000480,841100a0,1,0000047c,a01000b7,1,00000478,901200a3,1,00000474,801100a3,0,00000470,a01000b6,1,0
2,1856,1,00000480,841100a0,1,0000047c,a01000b7,1,00000478,901200a3,1,00000474,801100a3,0,00000470,a01000b6,1,0
2,1857,1,00000480,841100a0,1,0000047c,a01000b7,1,00000478,901200a3,1,00000474,801100a3,0,00000470,a01000b6,1,0
2,1858,1,00000480,841100a0,1,0000047c,a01000b7,1,00000478,901200a3,1,00000474,801100a3,0,00000470,a01000b6,1,0
2,1859,1,00000480,841100a0,1,0000047c,a01000b7,1,00000478,901200a3,1,00000474,801100a3,0,00000470,a01000b6,1,0
2,1860,1,00000480,841100a0,1,0000047c,a01000b7,1,00000478,901200a3,1,00000474,801100a3,0,00000470,a01000b6,1,0
2,1861,1,00000480,841100a0,1,0000047c,a01000b7,1,00000478,901200a3,1,00000474,801100a3,0,00000470,a01000b6,1,0
2,1862,1,00000480,841100a0,1,0000047c,a01000b7,1,00000478,901200a3,1,00000474,801100a3,0,00000470,a01000b6,1,0
2,1863,1,00000480,841100a0,1,0000047c,a01000b7,1,00000478,901200a3,1,00000474,801100a3,0,00000470,a01000b6,1,0
2,1864,1,00000480,841100a0,1,0000047c,a01000b7,1,00000478,901200a3,1,00000474,801100a3,0,00000470,a01000b6,1,1
2,1865,1,00000484,941200a0,1,00000480,841100a0,1,0000047c,a01000b7,1,00000478,901200a3,1,00000474,801100a3,1,0
2,1866,1,00000484,941200a0,1,00000480,841100a0,1,0000047c,a01000b7,1,00000478,901200a3,0,00000474,801100a3,1,0
2,1867,1,00000484,941200a0,1,00000480,841100a0,1,0000047c,a01000b7,1,00000478,901200a3,0,00000474,801100a3,1,0
2,1868,1,00000484,941200a0,1,00000480,841100a0,1,0000047c,a01000b7,1,00000478,901200a3,0,00000474,801100a3,1,0
2,1869,1,00000484,941200a0,1,00000480,841100a0,1,0000047c,a01000b7,1,00000478,901200a3,0,00000474,801100a3,1,0
2,1870,1,00000484,941200a0,1,00000480,841100a0,1,0000047c,a01000b7,1,00000478,901200a3,0,00000474,801100a3,1,0
2,1871,1,00000484,941200a0,1,00000480,841100a0,1,0000047c,a01000b7,1,00000478,901200a3,0,00000474,801100a3,1,0
2,1872,1,00000484,941200a0,1,00000480,841100a0,1,0000047c,a01000b7,1,00000478,901200a3,0,00000474,801100a3,1,0
2,1873,1,00000484,941200a0,1,00000480,841100a0,1,0000047c,a01000b7,1,00000478,901200a3,0,00000474,801100a3,1,0
2,1874,1,00000484,941200a0,1,00000480,841100a0,1,0000047c,a01000b7,1,00000478,901200a3,0,00000474,801100a3,1,0
2,1875,1,00000484,941200a0,1,00000480,841100a0,1,0000047c,a01000b7,1,00000478,901200a3,0,00000474,801100a3,1,0
2,1876,1,00000484,941200a0,1,00000480,841100a0,1,0000047c,a01000b7,1,00000478,901200a3,0,00000474,801100a3,1,0
2,1877,1,00000484,941200a0,1,00000480,841100a0,1,0000047c,a01000b7,1,00000478,901200a3,0,00000474,801100a3,1,1
2,1878,1,00000488,a41000b8,1,00000484,941200a0,1,00000480,841100a0,1,0000047c,a01000b7,1,00000478,901200a3,1,0
2,1879,1,00000488,a41000b8,1,00000484,941200a0,1,00000480,841100a0,1,0000047c,a01000b7,0,00000478,901200a3,1,0
2,1880,1,00000488,a41000b8,1,00000484,941200a0,1,00000480,841100a0,1,0000047c,a01000b7,0,00000478,901200a3,1,0
2,1881,1,00000488,a41000b8,1,00000484,941200a0,1,00000480,841100a0,1,0000047c,a01000b7,0,00000478,901200a3,1,0
2,1882,1,00000488,a41000b8,1,00000484,941200a0,1,00000480,841100a0,1,0000047c,a01000b7,0,00000478,901200a3,1,0
2,1883,1,00000488,a41000b8,1,00000484,941200a0,1,00000480,841100a0,1,0000047c,a01000b7,0,00000478,901200a3,1,0
2,1884,1,00000488,a41000b8,1,00000484,941200a0,1,00000480,841100a0,1,0000047c,a01000b7,0,00000478,901200a3,1,0
2,1885,1,00000488,a41000b8,1,00000484,941200a0,1,00000480,841100a0,1,0000047c,a01000b7,0,00000478,901200a3,1,0
2,1886,1,00000488,a41000b8,1,00000484,941200a0,1,00000480,841100a0,1,0000047c,a01000b7,0,00000478,901200a3,1,0
2,1887,1,00000488,a41000b8,1,00000484,941200a0,1,00000480,841100a0,1,0000047c,a01000b7,0,00000478,901200a3,1,0
2,1888,1,00000488,a41000b8,1,00000484,941200a0,1,00000480,841100a0,1,0000047c,a01000b7,0,00000478,901200a3,1,0
2,1889,1,00000488,a41000b8,1,00000484,941200a0,1,00000480,841100a0,1,0000047c,a01000b7,0,00000478,901200a3,1,0
2,1890,1,00000488,a41000b8,1,00000484,941200a0,1,00000480,841100a0,1,0000047c,a01000b7,0,00000478,901200a3,1,1
2,1891,1,0000048c,841100a2,1,00000488,a41000b8,1,00000484,941200a0,1,00000480,841100a0,1,0000047c,a01000b7,1,0
2,1892,1,0000048c,841100a2,1,00000488,a41000b8,1,00000484,941200a0,1,00000480,841100a0,0,0000047c,a01000b7,1,0
2,1893,1,0000048c,841100a2,1,00000488,a41000b8,1,00000484,941200a0,1,00000480,841100a0,0,0000047c,a01000b7,1,0
2,1894,1,0000048c,841100a2,1,00000488,a41000b8,1,00000484,941200a0,1,00000480,841100a0,0,0000047c,a01000b7,1,0
2,1895,1,0000048c,841100a2,1,00000488,a41000b8,1,00000484,941200a0,1,00000480,841100a0,0,0000047c,a01000b7,1,0
2,1896,1,0000048c,841100a2,1,00000488,a41000b8,1,00000484,941200a0,1,00000480,841100a0,0,0000047c,a01000b7,1,0
2,1897,1,0000048c,841100a2,1,00000488,a41000b8,1,00000484,941200a0,1,00000480,841100a0,0,0000047c,a01000b7,1,0
2,1898,1,0000048c,841100a2,1,00000488,a41000b8,1,00000484,941200a0,1,00000480,841100a0,0,0000047c,a01000b7,1,0
2,1899,1,0000048c,841100a2,1,00000488,a41000b8,1,00000484,941200a0,1,00000480,841100a0,0,0000047c,a01000b7,1,0
2,1900,1,0000048c,841100a2,1,00000488,a41000b8,1,00000484,941200a0,1,00000480,841100a0,0,0000047c,a01000b7,1,0
2,1901,1,0000048c,841100a2,1,00000488,a41000b8,1,00000484,941200a0,1,00000480,841100a0,0,0000047c,a01000b7,1,0
2,1902,1,0000048c,841100a2,1,00000488,a41000b8,1,00000484,941200a0,1,00000480,841100a0,0,0000047c,a01000b7,1,0
2,1903,1,0000048c,841100a2,1,00000488,a41000b8,1,00000484,941200a0,1,00000480,841100a0,0,0000047c,a01000b7,1,1
2,1904,1,00000490,941200a2,1,0000048c,841100a2,1,00000488,a41000b8,1,00000484,941200a0,1,00000480,841100a0,1,0
2,1905,1,00000490,941200a2,1,0000048c,841100a2,1,00000488,a41000b8,1,00000484,941200a0,0,00000480,841100a0,1,0
2,1906,1,00000490,941200a2,1,0000048c,841100a2,1,00000488,a41000b8,1,00000484,941200a0,0,00000480,841100a0,1,0
2,1907,1,00000490,941200a2,1,0000048c,841100a2,1,00000488,a41000b8,1,00000484,941200a0,0,00000480,841100a0,1,0
2,1908,1,00000490,941200a2,1,0000048c,841100a2,1,00000488,a41000b8,1,00000484,941200a0,0,00000480,841100a0,1,0
2,1909,1,00000490,941200a2,1,0000048c,841100a2,1,00000488,a41000b8,1,00000484,941200a0,0,00000480,841100a0,1,0
2,1910,1,00000490,941200a2,1,0000048c,841100a2,1,00000488,a41000b8,1,00000484,941200a0,0,00000480,841100a0,1,0
2,1911,1,00000490,941200a2,1,0000048c,841100a2,1,00000488,a41000b8,1,00000484,941200a0,0,00000480,841100a0,1,0
2,1912,1,00000490,941200a2,1,0000048c,841100a2,1,00000488,a41000b8,1,00000484,941200a0,0,00000480,841100a0,1,0
2,1913,1,00000490,941200a2,1,0000048c,841100a2,1,00000488,a41000b8,1,00000484,941200a0,0,00000480,841100a0,1,0
2,1914,1,00000490,941200a2,1,0000048c,841100a2,1,00000488,a41000b8,1,00000484,941200a0,0,00000480,841100a0,1,0
2,1915,1,00000490,941200a2,1,0000048c,841100a2,1,00000488,a41000b8,1,00000484,941200a0,0,00000480,841100a0,1,0
2,1916,1,00000490,941200a2,1,0000048c,841100a2,1,00000488,a41000b8,1,00000484,941200a0,0,00000480,841100a0,1,1
2,1917,1,00000494,a41000ba,1,00000490,941200a2,1,0000048c,841100a2,1,00000488,a41000b8,1,00000484,941200a0,1,0
2,1918,1,00000494,a41000ba,1,00000490,941200a2,1,0000048c,841100a2,1,00000488,a41000b8,0,00000484,941200a0,1,0
2,1919,1,00000494,a41000ba,1,00000490,941200a2,1,0000048c,841100a2,1,00000488,a41000b8,0,00000484,941200a0,1,0
2,1920,1,00000494,a41000ba,1,00000490,941200a2,1,0000048c,841100a2,1,00000488,a41000b8,0,00000484,941200a0,1,0
2,1921,1,00000494,a41000ba,1,00000490,941200a2,1,0000048c,841100a2,1,00000488,a41000b8,0,00000484,941200a0,1,0
2,1922,1,00000494,a41000ba,1,00000490,941200a2,1,0000048c,841100a2,1,00000488,a41000b8,0,00000484,941200a0,1,0
2,1923,1,00000494,a41000ba,1,00000490,941200a2,1,0000048c,841100a2,1,00000488,a41000b8,0,00000484,941200a0,1,0
2,1924,1,00000494,a41000ba,1,00000490,941200a2,1,0000048c,841100a2,1,00000488,a41000b8,0,00000484,941200a0,1,0
2,1925,1,00000494,a41000ba,1,00000490,941200a2,1,0000048c,841100a2,1,00000488,a41000b8,0,00000484,941200a0,1,0
2,1926,1,00000494,a41000ba,1,00000490,941200a2,1,0000048c,841100a2,1,00000488,a41000b8,0,00000484,941200a0,1,0
2,1927,1,00000494,a41000ba,1,00000490,941200a2,1,0000048c,841100a2,1,00000488,a41000b8,0,00000484,941200a0,1,0
2,1928,1,00000494,a41000ba,1,00000490,941200a2,1,0000048c,841100a2,1,00000488,a41000b8,0,00000484,941200a0,1,0
2,1929,1,00000494,a41000ba,1,00000490,941200a2,1,0000048c,841100a2,1,00000488,a41000b8,0,00000484,941200a0,1,1
2,1930,1,00000498,24110000,1,00000494,a41000ba,1,00000490,941200a2,1,0000048c,841100a2,1,00000488,a41000b8,1,0
2,1931,1,00000498,24110000,1,00000494,a41000ba,1,00000490,941200a2,1,0000048c,841100a2,0,00000488,a41000b8,1,0
2,1932,1,00000498,24110000,1,00000494,a41000ba,1,00000490,941200a2,1,0000048c,841100a2,0,00000488,a41000b8,1,0
2,1933,1,00000498,24110000,1,00000494,a41000ba,1,00000490,941200a2,1,0000048c,841100a2,0,00000488,a41000b8,1,0
2,1934,1,00000498,24110000,1,00000494,a41000ba,1,00000490,941200a2,1,0000048c,841100a2,0,00000488,a41000b8,1,0
2,1935,1,00000498,24110000,1,00000494,a41000ba,1,00000490,941200a2,1,0000048c,841100a2,0,00000488,a41000b8,1,0
2,1936,1,00000498,24110000,1,00000494,a41000ba,1,00000490,941200a2,1,0000048c,841100a2,0,00000488,a41000b8,1,0
2,1937,1,00000498,24110000,1,00000494,a41000ba,1,00000490,941200a2,1,0000048c,841100a2,0,00000488,a41000b8,1,0
2,1938,1,00000498,24110000,1,00000494,a41000ba,1,00000490,941200a2,1,0000048c,841100a2,0,00000488,a41000b8,1,0
2,1939,1,00000498,24110000,1,00000494,a41000ba,1,00000490,941200a2,1,0000048c,841100a2,0,00000488,a41000b8,1,0
2,1940,1,00000498,24110000,1,00000494,a41000ba,1,00000490,941200a2,1,0000048c,841100a2,0,00000488,a41000b8,1,0
2,1941,1,00000498,24110000,1,00000494,a41000ba,1,00000490,941200a2,1,0000048c,841100a2,0,00000488,a41000b8,1,0
2,1942,1,00000498,24110000,1,00000494,a41000ba,1,00000490,941200a2,1,0000048c,841100a2,0,00000488,a41000b8,1,1
2,1943,1,0000049c,02309004,1,00000498,24110000,1,00000494,a41000ba,1,00000490,941200a2,1,0000048c,841100a2,1,0
2,1944,1,0000049c,02309004,1,00000498,24110000,1,00000494,a41000ba,1,00000490,941200a2,0,0000048c,841100a2,1,0
2,1945,1,0000049c,02309004,1,00000498,24110000,1,00000494,a41000ba,1,00000490,941200a2,0,0000048c,841100a2,1,0
2,1946,1,0000049c,02309004,1,00000498,24110000,1,00000494,a41000ba,1,00000490,941200a2,0,0000048c,841100a2,1,0
2,1947,1,0000049c,02309004,1,00000498,24110000,1,00000494,a41000ba,1,00000490,941200a2,0,0000048c,841100a2,1,0
2,1948,1,0000049c,02309004,1,00000498,24110000,1,00000494,a41000ba,1,00000490,941200a2,0,0000048c,841100a2,1,0
2,1949,1,0000049c,02309004,1,00000498,24110000,1,00000494,a41000ba,1,00000490,941200a2,0,0000048c,841100a2,1,0
2,1950,1,0000049c,02309004,1,00000498,24110000,1,00000494,a41000ba,1,00000490,941200a2,0,0000048c,841100a2,1,0
2,1951,1,0000049c,02309004,1,00000498,24110000,1,00000494,a41000ba,1,00000490,941200a2,0,0000048c,841100a2,1,0
2,1952,1,0000049c,02309004,1,00000498,24110000,1,00000494,a41000ba,1,00000490,941200a2,0,0000048c,841100a2,1,0
2,1953,1,0000049c,02309004,1,00000498,24110000,1,00000494,a41000ba,1,00000490,941200a2,0,0000048c,841100a2,1,0
2,1954,1,0000049c,02309004,1,00000498,24110000,1,00000494,a41000ba,1,00000490,941200a2,0,0000048c,841100a2,1,0
2,1955,1,0000049c,02309004,1,00000498,24110000,1,00000494,a41000ba,1,00000490,941200a2,0,0000048c,841100a2,1,1
2,1956,1,000004a0,02309006,1,0000049c,02309004,1,00000498,24110000,1,00000494,a41000ba,1,00000490,941200a2,1,0
2,1957,1,000004a0,02309006,1,0000049c,02309004,1,00000498,24110000,1,00000494,a41000ba,0,00000490,941200a2,1,0
2,1958,1,000004a0,02309006,1,0000049c,02309004,1,00000498,24110000,1,00000494,a41000ba,0,00000490,941200a2,1,0
2,1959,1,000004a0,02309006,1,0000049c,02309004,1,00000498,24110000,1,00000494,a41000ba,0,00000490,941200a2,1,0
2,1960,1,000004a0,02309006,1,0000049c,02309004,1,00000498,24110000,1,00000494,a41000ba,0,00000490,941200a2,1,0
2,1961,1,000004a0,02309006,1,0000049c,02309004,1,00000498,24110000,1,00000494,a41000ba,0,00000490,941200a2,1,0
2,1962,1,000004a0,02309006,1,0000049c,02309004,1,00000498,24110000,1,00000494,a41000ba,0,00000490,941200a2,1,0
2,1963,1,000004a0,02309006,1,0000049c,02309004,1,00000498,24110000,1,00000494,a41000ba,0,00000490,941200a2,1,0
2,1964,1,000004a0,02309006,1,0000049c,02309004,1,00000498,24110000,1,00000494,a41000ba,0,00000490,941200a2,1,0
2,1965,1,000004a0,02309006,1,0000049c,02309004,1,00000498,24110000,1,00000494,a41000ba,0,00000490,941200a2,1,0
2,1966,1,000004a0,02309006,1,0000049c,02309004,1,00000498,24110000,1,00000494,a41000ba,0,00000490,941200a2,1,0
2,1967,1,000004a0,02309006,1,0000049c,02309004,1,00000498,24110000,1,00000494,a41000ba,0,00000490,941200a2,1,0
2,1968,1,000004a0,02309006,1,0000049c,02309004,1,00000498,24110000,1,00000494,a41000ba,0,00000490,941200a2,1,1
2,1969,1,000004a4,02309007,1,000004a0,02309006,1,0000049c,02309004,1,00000498,24110000,1,00000494,a41000ba,0,0
2,1970,1,000004a8,24110001,1,000004a4,02309007,1,000004a0,02309006,1,0000049c,02309004,1,00000498,24110000,0,0
2,1971,1,000004ac,02309004,1,000004a8,24110001,1,000004a4,02309007,1,000004a0,02309006,1,0000049c,02309004,0,0
2,1972,1,000004b0,02309006,1,000004ac,02309004,1,000004a8,24110001,1,000004a4,02309007,1,000004a0,02309006,0,0
2,1973,1,000004b4,02309007,1,000004b0,02309006,1,000004ac,02309004,1,000004a8,24110001,1,000004a4,02309007,0,0
2,1974,1,000004b8,24110002,1,000004b4,02309007,1,000004b0,02309006,1,000004ac,02309004,1,000004a8,24110001,0,0
2,1975,1,000004bc,02309004,1,000004b8,24110002,1,000004b4,02309007,1,000004b0,02309006,1,000004ac,02309004,0,0
2,1976,1,000004c0,02309006,1,000004bc,02309004,1,000004b8,24110002,1,000004b4,02309007,1,000004b0,02309006,0,0
2,1977,1,000004c4,02309007,1,000004c0,02309006,1,000004bc,02309004,1,000004b8,24110002,1,000004b4,02309007,0,0
2,1978,1,000004c8,24110003,1,000004c4,02309007,1,000004c0,02309006,1,000004bc,02309004,1,000004b8,24110002,0,0
2,1979,1,000004cc,02309004,1,000004c8,24110003,1,000004c4,02309007,1,000004c0,02309006,1,000004bc,02309004,0,0
2,1980,1,000004d0,02309006,1,000004cc,02309004,1,000004c8,24110003,1,000004c4,02309007,1,000004c0,02309006,0,0
2,1981,1,000004d4,02309007,1,000004d0,02309006,1,000004cc,02309004,1,000004c8,24110003,1,000004c4,02309007,0,1
2,1982,1,000004d8,24110004,1,000004d4,02309007,1,000004d0,02309006,1,000004cc,02309004,1,000004c8,24110003,0,0
2,1983,1,000004dc,02309004,1,000004d8,24110004,1,000004d4,02309007,1,000004d0,02309006,1,000004cc,02309004,0,0
2,1984,1,000004e0,02309006,1,000004dc,02309004,1,000004d8,24110004,1,000004d4,02309007,1,000004d0,02309006,0,0
2,1985,1,000004e4,02309007,1,000004e0,02309006,1,000004dc,02309004,1,000004d8,24110004,1,000004d4,02309007,0,0
2,1986,1,000004e8,24110005,1,000004e4,02309007,1,000004e0,02309006,1,000004dc,02309004,1,000004d8,24110004,0,0
2,1987,1,000004ec,02309004,1,000004e8,24110005,1,000004e4,02309007,1,000004e0,02309006,1,000004dc,02309004,0,0
2,1988,1,000004f0,02309006,1,000004ec,02309004,1,000004e8,24110005,1,000004e4,02309007,1,000004e0,02309006,0,0
2,1989,1,000004f4,02309007,1,000004f0,02309006,1,000004ec,02309004,1,000004e8,24110005,1,000004e4,02309007,0,0
2,1990,1,000004f8,24110006,1,000004f4,02309007,1,000004f0,02309006,1,000004ec,02309004,1,000004e8,24110005,0,0
2,1991,1,000004fc,02309004,1,000004f8,24110006,1,000004f4,02309007,1,000004f0,02309006,1,000004ec,02309004,0,0
2,1992,1,00000500,02309006,1,000004fc,02309004,1,000004f8,24110006,1,000004f4,02309007,1,000004f0,02309006,0,0
2,1993,1,00000504,02309007,1,00000500,02309006,1,000004fc,02309004,1,000004f8,24110006,1,000004f4,02309007,0,0
2,1994,1,00000508,24110007,1,00000504,02309007,1,00000500,02309006,1,000004fc,02309004,1,000004f8,24110006,0,1
2,1995,1,0000050c,02309004,1,00000508,24110007,1,00000504,02309007,1,00000500,02309006,1,000004fc,02309004,0,0
2,1996,1,00000510,02309006,1,0000050c,02309004,1,00000508,24110007,1,00000504,02309007,1,00000500,02309006,0,0
2,1997,1,00000514,02309007,1,00000510,02309006,1,0000050c,02309004,1,00000508,24110007,1,00000504,02309007,0,0
2,1998,1,00000518,24110008,1,00000514,02309007,1,00000510,02309006,1,0000050c,02309004,1,00000508,24110007,0,0
2,1999,1,0000051c,02309004,1,00000518,24110008,1,00000514,02309007,1,00000510,02309006,1,0000050c,02309004,0,0
2,2000,1,00000520,02309006,1,0000051c,02309004,1,00000518,24110008,1,00000514,02309007,1,00000510,02309006,0,0
2,2001,1,00000524,02309007,1,00000520,02309006,1,0000051c,02309004,1,00000518,24110008,1,00000514,02309007,0,0
2,2002,1,00000528,24110009,1,00000524,02309007,1,00000520,02309006,1,0000051c,02309004,1,00000518,24110008,0,0
2,2003,1,0000052c,02309004,1,00000528,24110009,1,00000524,02309007,1,00000520,02309006,1,0000051c,02309004,0,0
2,2004,1,00000530,02309006,1,0000052c,02309004,1,00000528,24110009,1,00000524,02309007,1,00000520,02309006,0,0
2,2005,1,00000534,02309007,1,00000530,02309006,1,0000052c,02309004,1,00000528,24110009,1,00000524,02309007,0,0
2,2006,1,00000538,2411000a,1,00000534,02309007,1,00000530,02309006,1,0000052c,02309004,1,00000528,24110009,0,0
2,2007,1,0000053c,02309004,1,00000538,2411000a,1,00000534,02309007,1,00000530,02309006,1,0000052c,02309004,0,1
2,2008,1,00000540,02309006,1,0000053c,02309004,1,00000538,2411000a,1,00000534,02309007,1,00000530,02309006,0,0
2,2009,1,00000544,02309007,1,00000540,02309006,1,0000053c,02309004,1,00000538,2411000a,1,00000534,02309007,0,0
2,2010,1,00000548,2411000b,1,00000544,02309007,1,00000540,02309006,1,0000053c,02309004,1,00000538,2411000a,0,0
2,2011,1,0000054c,02309004,1,00000548,2411000b,1,00000544,02309007,1,00000540,02309006,1,0000053c,02309004,0,0
2,2012,1,00000550,02309006,1,0000054c,02309004,1,00000548,2411000b,1,00000544,02309007,1,00000540,02309006,0,0
2,2013,1,00000554,02309007,1,00000550,02309006,1,0000054c,02309004,1,00000548,2411000b,1,00000544,02309007,0,0
2,2014,1,00000558,2411000c,1,00000554,02309007,1,00000550,02309006,1,0000054c,02309004,1,00000548,2411000b,0,0
2,2015,1,0000055c,02309004,1,00000558,2411000c,1,00000554,02309007,1,00000550,02309006,1,0000054c,02309004,0,0
2,2016,1,00000560,02309006,1,0000055c,02309004,1,00000558,2411000c,1,00000554,02309007,1,00000550,02309006,0,0
2,2017,1,00000564,02309007,1,00000560,02309006,1,0000055c,02309004,1,00000558,2411000c,1,00000554,02309007,0,0
2,2018,1,00000568,2411000d,1,00000564,02309007,1,00000560,02309006,1,0000055c,02309004,1,00000558,2411000c,0,0
2,2019,1,0000056c,02309004,1,00000568,2411000d,1,00000564,02309007,1,00000560,02309006,1,0000055c,02309004,0,0
